Threshold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,F1_Weighted
0.1,0.4358974358974359,0.6253968253968254,0.5989974937343359,0.43253968253968256,0.4123931623931624
0.11,0.46153846153846156,0.6345226615236258,0.6165413533834586,0.46011865524060647,0.4473403985599108
0.12,0.5128205128205128,0.6516290726817042,0.6516290726817042,0.5128205128205128,0.5128205128205128
0.13,0.5128205128205128,0.6516290726817042,0.6516290726817042,0.5128205128205128,0.5128205128205128
0.13999999999999999,0.5641025641025641,0.6686792452830188,0.6867167919799498,0.5629531970995385,0.5732975001267685
0.14999999999999997,0.6025641025641025,0.6821428571428572,0.713032581453634,0.5993371996685999,0.6159327002740425
0.15999999999999998,0.6025641025641025,0.6821428571428572,0.713032581453634,0.5993371996685999,0.6159327002740425
0.16999999999999998,0.6025641025641025,0.6821428571428572,0.713032581453634,0.5993371996685999,0.6159327002740425
0.17999999999999997,0.6153846153846154,0.6868402533427165,0.7218045112781954,0.6112956810631229,0.629695885509839
0.18999999999999995,0.6410256410256411,0.696636925188744,0.7393483709273183,0.6350267379679144,0.6566227889757301
0.19999999999999996,0.6410256410256411,0.6808080808080809,0.7243107769423559,0.6323232323232324,0.6584304584304584
0.20999999999999996,0.6410256410256411,0.6808080808080809,0.7243107769423559,0.6323232323232324,0.6584304584304584
0.21999999999999995,0.6410256410256411,0.6808080808080809,0.7243107769423559,0.6323232323232324,0.6584304584304584
0.22999999999999995,0.6538461538461539,0.6864973262032086,0.7330827067669172,0.643956043956044,0.6713440405748098
0.23999999999999994,0.6538461538461539,0.6864973262032086,0.7330827067669172,0.643956043956044,0.6713440405748098
0.24999999999999992,0.6794871794871795,0.6984126984126984,0.7506265664160401,0.6671786994367639,0.6967190515577613
0.2599999999999999,0.6794871794871795,0.6984126984126984,0.7506265664160401,0.6671786994367639,0.6967190515577613
0.2699999999999999,0.6794871794871795,0.6855263157894737,0.7355889724310777,0.6635030198446936,0.6973518284993695
0.2799999999999999,0.6923076923076923,0.6923076923076923,0.744360902255639,0.675,0.7096153846153846
0.2899999999999999,0.6923076923076923,0.6923076923076923,0.744360902255639,0.675,0.7096153846153846
0.29999999999999993,0.7051282051282052,0.6993421052631579,0.7531328320802004,0.6865280447317841,0.7217704539039502
0.30999999999999994,0.717948717948718,0.7066578773895847,0.7619047619047619,0.6980999296270232,0.7338277486060737
0.3199999999999999,0.717948717948718,0.7066578773895847,0.7619047619047619,0.6980999296270232,0.7338277486060737
0.32999999999999985,0.7307692307692307,0.7142857142857143,0.7706766917293233,0.7097288676236044,0.7457980615875353
0.33999999999999986,0.7435897435897436,0.7222591362126245,0.7794486215538847,0.7214285714285715,0.7576923076923077
0.34999999999999987,0.7435897435897436,0.7222591362126245,0.7794486215538847,0.7214285714285715,0.7576923076923077
0.3599999999999999,0.7435897435897436,0.7222591362126245,0.7794486215538847,0.7214285714285715,0.7576923076923077
0.3699999999999999,0.7435897435897436,0.7222591362126245,0.7794486215538847,0.7214285714285715,0.7576923076923077
0.3799999999999999,0.7435897435897436,0.7222591362126245,0.7794486215538847,0.7214285714285715,0.7576923076923077
0.3899999999999999,0.7435897435897436,0.7131313131313131,0.7644110275689223,0.7167755991285403,0.7569968158203453
0.3999999999999998,0.7435897435897436,0.7048730267673301,0.7493734335839599,0.7115384615384616,0.7559171597633136
0.4099999999999998,0.7564102564102564,0.7145833333333333,0.7581453634085213,0.7232492997198879,0.7674639086403792
0.4199999999999998,0.7564102564102564,0.7078571428571429,0.7431077694235588,0.7173374022506198,0.7658416350005135
0.4299999999999998,0.7564102564102564,0.7078571428571429,0.7431077694235588,0.7173374022506198,0.7658416350005135
0.43999999999999984,0.7307692307692307,0.6730769230769231,0.6954887218045113,0.6802654694514934,0.7389149987237046
0.44999999999999984,0.7307692307692307,0.6730769230769231,0.6954887218045113,0.6802654694514934,0.7389149987237046
0.45999999999999985,0.7564102564102564,0.6967592592592593,0.713032581453634,0.7033033033033033,0.7612381612381612
0.46999999999999986,0.7692307692307693,0.7098814229249011,0.7218045112781954,0.7150974025974026,0.772415084915085
0.47999999999999976,0.7692307692307693,0.7098814229249011,0.7218045112781954,0.7150974025974026,0.772415084915085
0.48999999999999977,0.7692307692307693,0.7098814229249011,0.7218045112781954,0.7150974025974026,0.772415084915085
0.4999999999999998,0.7692307692307693,0.7098814229249011,0.7218045112781954,0.7150974025974026,0.772415084915085
0.5099999999999998,0.7692307692307693,0.7098814229249011,0.7218045112781954,0.7150974025974026,0.772415084915085
0.5199999999999998,0.7692307692307693,0.7098814229249011,0.7218045112781954,0.7150974025974026,0.772415084915085
0.5299999999999998,0.7692307692307693,0.7098814229249011,0.7218045112781954,0.7150974025974026,0.772415084915085
0.5399999999999998,0.7564102564102564,0.6923701298701299,0.6979949874686717,0.6949989709816835,0.7581648645653585
0.5499999999999998,0.7564102564102564,0.6923701298701299,0.6979949874686717,0.6949989709816835,0.7581648645653585
0.5599999999999997,0.782051282051282,0.7224137931034482,0.7155388471177945,0.7187698833510074,0.7803409739783016
0.5699999999999997,0.782051282051282,0.7224137931034482,0.7155388471177945,0.7187698833510074,0.7803409739783016
0.5799999999999997,0.782051282051282,0.7224137931034482,0.7155388471177945,0.7187698833510074,0.7803409739783016
0.5899999999999997,0.7692307692307693,0.7047279214986619,0.6917293233082706,0.6974137931034483,0.7654509283819629
0.5999999999999998,0.7692307692307693,0.7047279214986619,0.6917293233082706,0.6974137931034483,0.7654509283819629
0.6099999999999998,0.7692307692307693,0.7047279214986619,0.6917293233082706,0.6974137931034483,0.7654509283819629
0.6199999999999998,0.7692307692307693,0.7047279214986619,0.6917293233082706,0.6974137931034483,0.7654509283819629
0.6299999999999997,0.7564102564102564,0.6861111111111111,0.6679197994987469,0.6752136752136753,0.7501643655489809
0.6399999999999997,0.7564102564102564,0.6861111111111111,0.6679197994987469,0.6752136752136753,0.7501643655489809
0.6499999999999997,0.7692307692307693,0.7039537126325941,0.6766917293233082,0.686886708296164,0.7609963631373088
0.6599999999999997,0.782051282051282,0.7237903225806452,0.6854636591478697,0.6988416988416988,0.7719037719037719
0.6699999999999997,0.7948717948717948,0.746031746031746,0.694235588972431,0.7111111111111111,0.7829059829059829
0.6799999999999997,0.7948717948717948,0.746031746031746,0.694235588972431,0.7111111111111111,0.7829059829059829
0.6899999999999997,0.7948717948717948,0.746031746031746,0.694235588972431,0.7111111111111111,0.7829059829059829
0.6999999999999996,0.7948717948717948,0.746031746031746,0.694235588972431,0.7111111111111111,0.7829059829059829
0.7099999999999996,0.7948717948717948,0.746031746031746,0.694235588972431,0.7111111111111111,0.7829059829059829
0.7199999999999996,0.7948717948717948,0.746031746031746,0.694235588972431,0.7111111111111111,0.7829059829059829
0.7299999999999996,0.7948717948717948,0.746031746031746,0.694235588972431,0.7111111111111111,0.7829059829059829
0.7399999999999997,0.7948717948717948,0.746031746031746,0.694235588972431,0.7111111111111111,0.7829059829059829
0.7499999999999997,0.782051282051282,0.7276785714285714,0.6704260651629073,0.6868949232585596,0.7665607120152574
0.7599999999999997,0.8076923076923077,0.7840909090909092,0.68796992481203,0.7117516629711751,0.7885041787480811
0.7699999999999997,0.8076923076923077,0.7840909090909092,0.68796992481203,0.7117516629711751,0.7885041787480811
0.7799999999999997,0.8076923076923077,0.7840909090909092,0.68796992481203,0.7117516629711751,0.7885041787480811
0.7899999999999996,0.8076923076923077,0.7840909090909092,0.68796992481203,0.7117516629711751,0.7885041787480811
0.7999999999999996,0.8076923076923077,0.7840909090909092,0.68796992481203,0.7117516629711751,0.7885041787480811
0.8099999999999996,0.8076923076923077,0.7840909090909092,0.68796992481203,0.7117516629711751,0.7885041787480811
0.8199999999999996,0.7948717948717948,0.7666214382632293,0.6641604010025062,0.685483870967742,0.7710918114143921
0.8299999999999996,0.7692307692307693,0.7246376811594203,0.6165413533834586,0.6285714285714286,0.734065934065934
0.8399999999999996,0.7692307692307693,0.7246376811594203,0.6165413533834586,0.6285714285714286,0.734065934065934
0.8499999999999996,0.7692307692307693,0.7246376811594203,0.6165413533834586,0.6285714285714286,0.734065934065934
0.8599999999999995,0.7435897435897436,0.6659959758551308,0.568922305764411,0.5647321428571428,0.6935096153846154
0.8699999999999996,0.7564102564102564,0.7152777777777777,0.5776942355889725,0.5745047372954349,0.7029086331411912
0.8799999999999996,0.7564102564102564,0.7152777777777777,0.5776942355889725,0.5745047372954349,0.7029086331411912
0.8899999999999996,0.7692307692307693,0.7835616438356164,0.5864661654135338,0.5846153846153846,0.7124260355029586
0.8999999999999996,0.7564102564102564,0.7533783783783784,0.56265664160401,0.5474809160305343,0.689395184967704
